npt,bug
0.0,1
0.0,0
0.34193406002723,0
0.0,0
0.192213214446811,0
0.195761879055954,0
0.0,0
0.172558657472477,0
0.187079315348136,0
0.406712677603464,0
0.0,0
0.0,0
0.340355183868174,0
0.0,0
0.0,0
0.117810640775891,1
0.439982632391023,0
0.25,0
0.403393284722442,1
0.0,0
0.436987171800986,0
0.0,1
0.351233275645195,0
0.0,0
0.0,0
0.5,0
0.0,0
0.0,0
0.0,0
0.0,0
0.448019116267279,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.202882409147901,0
0.0,0
0.184940665648721,1
0.100311162156357,0
0.274184649693947,1
0.148609618711206,0
0.443270446411045,0
0.0,0
0.13809771382397,0
0.110283384258918,0
0.0,0
0.0,0
0.205617546480856,0
0.497015105738478,0
0.253565958873981,0
0.0,0
0.182650346612935,0
0.480618302361438,0
0.5,0
0.0,0
0.327697929995742,0
0.0,1
0.0,0
0.472657813754962,0
0.302013557373493,0
0.0,0
0.419116881827895,0
0.0,0
0.251629167387823,0
0.261204627374876,0
0.104090472778586,0
0.360964047443681,0
0.0,0
0.0,0
0.5,0
0.5,0
0.342019217819521,0
0.0,1
0.107477056747006,1
0.0,0
0.0,0
0.0,0
0.163348144809996,0
0.0647103474084202,0
0.0,0
0.0,0
0.330444549773771,0
0.448019116267279,0
0.0,0
0.0650813953341297,1
0.242730380372957,0
0.322807480677932,1
0.214056468362302,1
0.0,0
0.0,0
0.0,0
0.082880514095029,0
0.0,0
0.0,0
0.163793103448276,0
0.432931646898466,0
0.0,0
0.0,0
0.0,0
0.47283015230032,0
0.0,0
0.0,0
0.0,0
0.0,0
0.425265647687892,0
0.0,0
0.0,0
0.172558657472477,0
0.0,0
0.492614068017126,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.106513028646412,0
0.459147917027245,0
0.0,0
0.528320833573719,0
0.485475297227334,0
0.0,0
0.0,0
0.233430257050924,1
0.5,0
0.169618214035312,0
0.0,0
0.497863726042463,0
0.460994641661505,0
0.5,0
0.0,0
0.428880893237923,0
0.33459088001306,0
0.0,0
0.5,0
0.0,0
0.5,0
0.0,1
0.405639062229566,1
0.0,1
0.285529167022267,1
0.0,0
0.429869519449384,0
0.416233792345006,0
0.473552400146919,0
0.0,0
0.347856887206259,0
0.222846588861281,0
0.0,0
0.194924203480511,0
0.5,0
0.0,0
0.0,0
0.249520046253049,1
0.0,0
0.5,0
0.0,0
0.0,0
0.130232838516475,1
0.190561670140288,1
0.375636688764448,1
0.383704517064627,1
0.0,0
0.402767984134998,0
0.507734523864682,1
0.0,0
0.0,0
0.484230504380081,0
0.209157972513274,0
0.0,0
0.364877714841691,0
0.252461329688155,0
0.0,0
0.182984811475013,1
0.0,1
0.0620683037291322,1
0.0,0
0.398158373944239,0
0.22026227972102,0
0.0580575376523849,0
0.5,0
0.0,0
0.487120416744488,0
0.305989452676018,0
0.495538029919111,0
0.0,0
0.499971753585399,0
0.305372737926099,0
0.0918926131367,0
0.0,0
0.0188750925883677,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.459147917027245,0
0.234706477917979,0
0.0,0
0.265857964391278,0
0.169618214035312,0
0.0,0
0.179327733791309,1
0.28731784891884,0
0.406793554366369,0
0.0560607277035375,0
0.226286738153488,0
0.0,0
0.413489987799184,0
0.0,0
0.0,0
0.5,0
0.180200880148741,1
0.0,0
0.44418151169228,0
0.349545938023202,0
0.101227429529705,0
0.283970538127978,1
0.366078325318404,0
0.0,0
0.245335916573617,1
0.398951669805076,0
0.445584585051834,0
0.377855100530637,1
0.0,0
0.0,0
0.314098501007827,0
0.400529328312498,0
0.201089595101136,0
0.0,1
0.0,0
0.0,0
0.284980688020175,0
0.0,0
0.341012355177627,1
0.371243784771062,0
0.329354462764303,1
0.226858169593472,0
0.497242731241732,0
0.0,0
0.128089360161789,0
0.1393587367434,1
0.0,0
0.389680698947522,1
0.148736124459645,0
0.0,0
0.30903808721918,0
0.0,0
0.0278061594032936,0
0.0,0
0.0,0
0.0570952955376208,0
0.246096332056167,1
0.0,0
0.0,1
0.370957926711172,0
0.0,0
0.0,0
0.471341594627746,0
0.0,0
0.0,0
0.0,0
0.120857619577293,0
0.111142415342844,0
0.431560284283315,0
0.408131481801995,0
0.188580876781279,1
0.0,0
0.0,0
0.0,0
0.26545366557465,0
0.35014529229262,1
0.5,0
0.281066318145102,0
0.0,0
0.0,0
0.0,0
0.0,1
0.350138626536742,1
0.0,0
0.0,0
0.0,0
0.166143315110808,0
0.131947248030096,0
0.0,0
0.0915610341506864,0
0.0,0
0.0,0
0.0,0
0.283038183577509,0
0.167516586038882,0
0.209157972513274,0
0.197150118963737,0
0.3207466307302,0
0.186589350938508,1
0.0,0
0.334566895370551,0
0.466055783808337,0
0.0556210303893659,0
0.0,1
0.245618670912167,0
0.140596898216021,0
0.288270017043126,0
0.354468316386273,0
0.0796750313428172,0
0.479573958513622,0
0.0855107436149655,0
0.344828652478564,0
0.0,0
0.0,0
0.1436140360709,1
0.197485880922223,1
0.0,0
0.0,0
0.0,0
0.0,0
0.117051915988896,1
0.291938194564637,0
0.0,0
0.0,0
0.314135044425993,0
0.0,0
0.230045875153417,1
0.0,0
0.0,0
0.37522887622057,0
0.394644726562938,0
0.0,0
0.265776566223049,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.393147825414665,1
0.0,0
0.354521595729887,1
0.0,0
0.246330520742793,0
0.0,0
0.0,0
0.0,0
0.0,0
0.486692717614978,0
0.520426041486378,1
0.325011210824177,0
0.34165294825027,0
0.239682349874754,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.459147917027245,0
0.5,0
0.256718226006809,1
0.5,0
0.258300374986757,1
0.0,0
0.0,0
0.269228460231542,1
0.5,0
0.0,0
0.407815808622536,0
0.0,0
0.0868515028893949,0
0.229151029591448,1
0.5,0
0.137855432666887,0
0.0877825129287514,0
0.219748493460757,0
0.251909453955847,0
0.0,0
0.0,0
0.0,0
0.46780331100996,1
0.0,0
0.0350644679423952,0
0.237970551657983,1
0.0,0
0.490363388479818,0
0.160726396734091,0
0.230745017599538,0
0.0,0
0.0,0
0.0,0
0.109425744789005,1
0.0,0
0.34928850375402,0
0.498120056773089,0
0.410759874105336,0
0.458934873924836,0
0.29764758058886,0
0.0,0
0.352429441996716,1
0.485475297227334,0
0.267939405363519,1
0.0,0
0.106513028646412,0
0.0,0
0.0,0
0.0,0
0.232339657350025,0
0.38531453468197,0
0.0,0
0.311204430289589,1
0.313257011982052,0
0.0868661189111806,1
0.0,0
0.469430568716705,0
0.0,0
0.163793103448276,0
0.459147917027245,0
0.445245820109746,0
0.0,0
0.0,0
0.0,1
0.0,0
0.191425614416026,1
0.275273554799755,0
0.0,0
0.0,0
0.0,0
0.206908425151817,0
0.306807750395201,1
0.353834500208398,1
0.0,0
0.0,0
0.0,0
0.321932633086423,0
0.0,0
0.0,0
0.223161466998733,1
0.0,0
0.0,0
0.0,0
0.234497796794641,0
0.0,0
0.0,0
0.167606751768882,0
0.0,0
0.279194177175723,0
0.185616163320438,0
0.0,1
0.0,0
0.0132131842886781,1
0.223628623278525,1
0.0,0
0.0,0
0.0,0
0.462753011911862,0
0.432931646898466,0
0.0,0
0.129305334765025,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.307309364962454,0
0.0,0
0.309440303170348,0
0.0,0
0.373990709177959,1
0.5,0
0.0,0
0.0,0
0.0,0
0.039745221191967,0
0.528320833573719,0
0.382249796407758,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.459147917027245,0
0.0,0
0.0,0
0.353781811208328,0
0.480482023721841,0
0.430470292650199,1
0.0,0
0.0,0
0.0,0
0.187525703212006,0
0.0,0
0.316927156233303,1
0.0,0
0.277389081670637,0
0.0,0
0.0,0
0.371014425330406,0
0.221318571031669,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.363718825351497,0
0.262256906855789,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.486382639009082,0
0.289410704451474,1
0.5,0
0.429115396320571,1
0.284802522360256,0
0.41029671681917,0
0.307407850986728,1
0.249477278655474,0
0.0,0
0.5,0
0.485475297227334,0
0.208606165739451,1
0.0,0
0.18419000926164,1
0.431912600179337,0
0.440645449615346,0
0.0,0
0.0,1
0.135720466307422,0
0.0,0
0.036268591499405,1
0.342019217819521,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.431560284283315,0
0.0,0
0.0,0
0.0,0
0.291072564039816,1
0.0,0
0.0,0
0.426202589324739,0
0.354899393981763,0
0.0,0
0.0,0
0.0,0
0.245046134618617,0
0.0,0
0.243390241191788,0
0.223240673448402,0
0.0,0
0.231578011993446,0
0.353002877862658,0
0.0,0
0.0,0
0.0,0
0.351233275645195,0
0.419502030683849,0
0.245346750725156,0
0.11256779698235,0
0.0,0
0.0,0
0.0,0
0.448019116267279,0
0.0,0
0.0,0
0.0,0
0.239448464447987,0
0.0,0
0.145832544511479,1
0.0,1
0.111413867280566,1
0.0,0
0.148736124459645,0
0.362370944302004,0
0.470142979335315,0
0.458078294578212,1
0.185879777926342,0
0.0,0
0.171860145516365,0
0.0,0
0.185774633577799,0
0.0,0
0.280856267205591,0
0.498821647993197,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.2793146867261,0
0.0,0
0.224105185263303,1
0.245686669314682,0
0.0,0
0.0,0
0.492614068017126,0
0.186694605562271,1
0.355841967685046,0
0.170070082431671,1
0.0679560471036804,1
0.0,0
0.192155772063249,0
0.0,0
0.0,0
0.483492647916042,0
0.0,0
0.0,0
0.0,0
0.399973986224166,1
0.376022111682147,0
0.0,0
0.10216233549014,0
0.195621781814628,0
0.0,0
0.374037892369703,0
0.299494238541091,0
0.219748493460757,0
0.412551298021975,0
0.329657555366507,1
0.143198478557978,1
0.0,1
0.47283015230032,0
0.0,0
0.355276415434238,1
0.277653986571658,0
0.274517023621277,1
0.0,0
0.0,0
0.0,0
0.0,0
0.427360599269082,1
0.271013580375975,0
0.0,0
0.448661212652841,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.36387326513483,0
0.0,0
0.466055783808337,0
0.240316620336298,0
0.0,0
0.480482023721841,0
0.227956116978908,1
0.347638639935921,0
0.0,0
0.265025645866607,0
0.122868208017641,1
0.0,0
0.0,0
0.0,0
0.393563293100635,0
0.0,0
0.0,0
0.150406817782558,0
0.360077655539165,0
0.0,0
0.405639062229566,0
0.0,0
0.0,0
0.347351521760682,0
0.0,0
0.394636260652257,0
0.0,0
0.380310433582454,0
0.0,0
0.0,0
0.230233945481338,0
0.0,0
0.0,1
0.0,0
0.242730380372957,0
0.491017929535948,1
0.0,0
0.267609670637314,1
0.0719280883794162,1
0.0,0
0.321621175892541,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.450585097998711,0
0.508744969983174,0
0.410486980293924,0
0.0,0
0.0,0
0.318869449333873,1
0.0,1
0.0,0
0.0,0
0.18589479651425,0
0.119964900167319,0
0.0,0
0.0,0
0.492614068017126,0
0.0,0
0.379813876091974,0
0.0,0
0.0,0
0.0,0
0.0,0
0.217634037200316,1
0.0,0
0.0,0
0.5,0
0.0,1
0.5,0
0.459147917027245,0
